beer/name, beer/beerId, beer/brewerId, beer/ABV, beer/style, review/appearance, review/aroma, review/palate, review/taste, review/overall, review/profileName
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,5,5,mtrentm
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,blackie
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4,4.5,jdoncbus
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4.5,4,Jimbo87
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4.5,BeerSox
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,bbothen
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,Kegatron
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,aforbes10
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4,3,Proteus93
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4.5,timtim
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4,4,hopdog
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4.5,gford217
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4.5,Chelsea1905
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4,MisterClean
Caldera IPA,10784,1075,6.10,American IPA,4.5,5,4,4.5,4.5,maximum12
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,ThirstyHopHead
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4.5,4.5,4.5,DrDogbeer
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,3.5,4,ArrogantB
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,3.5,3.5,Gueuzedude
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4.5,pjwilson
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,3.5,3.5,4,koopa
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,5,4.5,4.5,DIM
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,GbVDave
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,CrellMoset
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4,4.5,AKBelgianBeast
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,4,4,4,beereality
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,4,4,4,tpd975
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,Wetpaperbag
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,mnapier
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4.5,4.5,4.5,largadeer
Caldera IPA,10784,1075,6.10,American IPA,4,4,5,4.5,4.5,RedDiamond
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,MiguelMandingo
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4.5,JDV
Caldera IPA,10784,1075,6.10,American IPA,4.5,3.5,3.5,3,3.5,woemad
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4,3.5,cjgator3
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4.5,4,4,cburian
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,kirok1999
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4.5,Wasatch
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4,4,MuenchenerKindl
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,5,libertygrails
Caldera IPA,10784,1075,6.10,American IPA,3,3.5,3.5,3.5,3.5,ccrida
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,4,3.5,BeerZack
Caldera IPA,10784,1075,6.10,American IPA,3,2.5,4,4.5,4.5,brentk56
Caldera IPA,10784,1075,6.10,American IPA,5,3.5,4.5,4,4,russpowell
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4,4,Spikester
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,3.5,3.5,seaoflament
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4,4,4,flexabull
Caldera IPA,10784,1075,6.10,American IPA,3.5,2,3,3,3,Reidrover
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,2,2,1.5,PhxHorn
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4.5,4.5,4.5,WVbeergeek
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4.5,4.5,4.5,unclederby
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,5,4,SurlyDuff
Caldera IPA,10784,1075,6.10,American IPA,3,3.5,3,3.5,3,Dubbercody
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,3.5,3.5,ChainGangGuy
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,4,4,Floydster
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4.5,BuckeyeNation
Caldera IPA,10784,1075,6.10,American IPA,5,4,4,4,4,Bierguy5
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3,3.5,4.5,blakesell
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,3,3.5,4,mcallister
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,4,4,4,cswhitehorse
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,3.5,3.5,4,weeare138
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,msubulldog25
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4.5,4.5,kevinmkirk
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,genog
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,5,4.5,4.5,franksnbeans
Caldera IPA,10784,1075,6.10,American IPA,4.5,3.5,5,4.5,4.5,ElGordo
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,bootylicious
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,3.5,Redrover
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,Klym
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,BerkeleyBeerMan
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,3.5,4,4,9InchNails
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,5,4.5,kingjames1
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,Hopfenpeter
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,4,4,Tucquan
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4.5,4.5,4.5,jtd1969
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4.5,4,ReelBigwigFish
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4.5,4,peabody
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4,4,dcloeren
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,jeff1973
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,3.5,4,BrewerB
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4,4,KMcG
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4.5,4.5,unionturf
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,5,4,3.5,LSUPT
Caldera IPA,10784,1075,6.10,American IPA,4,3,3,3,3,sendsilk
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,NStLincoln
Caldera IPA,10784,1075,6.10,American IPA,4,4,3,3,3.5,harrymel
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,3.5,3.5,3,Phelps
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3,3,3,Alieniloquium
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,3.5,3.5,3.5,HopDiggityDawg
Caldera IPA,10784,1075,6.10,American IPA,3.5,4.5,4,4,4.5,CuttDeez
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4,4,Knapp85
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4.5,SaCkErZ9
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4.5,4.5,4.5,Jenkster4
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3,3,tone77
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,4,4,4,litheum94
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4.5,4,4,Yagman3000
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4,4,4,cbros
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3,3,seeswo
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4,Georgiabeer
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,oberon
Caldera IPA,10784,1075,6.10,American IPA,4.5,3.5,4,3.5,4,IronLover
Caldera IPA,10784,1075,6.10,American IPA,3,4.5,4,5,4.5,chocosushi
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4,4,Thorpe429
Caldera IPA,10784,1075,6.10,American IPA,4,3,3.5,3.5,3,tripelhops
Caldera IPA,10784,1075,6.10,American IPA,4,5,4,4.5,4.5,Schmit
Caldera IPA,10784,1075,6.10,American IPA,4,3,4,3.5,4,beagle75
Caldera IPA,10784,1075,6.10,American IPA,4.5,3,3.5,3,3.5,biglobo8971
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,3.5,3.5,NWer
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4,4,Dope
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,seans86
Caldera IPA,10784,1075,6.10,American IPA,5,4.5,4,4,4,chugalug06
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4.5,JCaweinstein
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4,bluejacket74
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4,felipe2toes
Caldera IPA,10784,1075,6.10,American IPA,4,5,4,4,4.5,Nugganooch
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4,4,zoolzoo
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4,4,MaltsOfGlory
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4.5,robbrandes
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,4,4,rootbeerman
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,4,5,4,dubinsky
Caldera IPA,10784,1075,6.10,American IPA,5,4,4,4,4,TheSarge
Caldera IPA,10784,1075,6.10,American IPA,4,3,3.5,4,3.5,thebeerisgood
Caldera IPA,10784,1075,6.10,American IPA,5,4,4,4.5,4.5,richkrull
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,3.5,4,colts9016
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,shand
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4.5,haddon
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4,FosterJM
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4,4.5,itsfreeasinbeer
Caldera IPA,10784,1075,6.10,American IPA,3,3.5,3,2.5,4,generalnotsew
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,3.5,4,betsona
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4,whatthehull
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3.5,4.5,Scotchboy
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4.5,4,4,StoneTSR
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,3.5,4,notchucknorris
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,portia99
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4,4,u2carew
Caldera IPA,10784,1075,6.10,American IPA,3,2.5,3,2.5,3,goldbot
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,4,4,Crabbicuss
Coconut Porter,76963,1075,9.50,American Porter,4,4,3.5,4,4,Rifugium
Dry Hop Orange,23290,1075,5.60,American Amber / Red Ale,4,4,4,4,4,Beerandraiderfan
Dry Hop Orange,23290,1075,5.60,American Amber / Red Ale,4,4.5,4.5,4.5,4,Bliss
Dry Hop Orange,23290,1075,5.60,American Amber / Red Ale,4,4,3.5,4,4,css82420
Dry Hop Orange,23290,1075,5.60,American Amber / Red Ale,4,4,3.5,4,4,msubulldog25
Dry Hop Orange,23290,1075,5.60,American Amber / Red Ale,3.5,3.5,3,3.5,3.5,Reidrover
Dry Hop Orange,23290,1075,5.60,American Amber / Red Ale,3,3.5,3.5,3.5,3.5,charlatan
Alpha Beta,54723,1075,,American IPA,4,4,4,4,4,plaid75
Caldera Pilsener Bier,3274,1075,5.20,German Pilsener,4,4,3,3,3,RedDiamond
Caldera Pilsener Bier,3274,1075,5.20,German Pilsener,5,4,4,4.5,4.5,venneman
Hibiscus Ginger Beer,60951,1075,4.70,Fruit / Vegetable Beer,3,3.5,2.5,3,2.5,cbarrett4
Exotic Erotic Passion Fruit Ale,37917,1075,5.00,Fruit / Vegetable Beer,3,3.5,4,3.5,3.5,ccrida
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,4,4.5,4,4,beer2day
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4.5,4,4.5,4,whatthehull
Hopportunity Knocks,56071,1075,6.80,American IPA,3.5,3,3.5,4,4,Satchboogie
Hopportunity Knocks,56071,1075,6.80,American IPA,3,2,1.5,1.5,1.5,barleywinefiend
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,3,4,3.5,3.5,titosupertramp
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,3.5,4,3.5,3.5,oberon
Hopportunity Knocks,56071,1075,6.80,American IPA,4,2,4,4,4,nc41
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,4.5,3.5,4,flexabull
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,3.5,3,3,FanofHefe
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3,3.5,3,3,Tilley4
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,4,3.5,4,Knapp85
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,4,3.5,3.5,brentk56
Hopportunity Knocks,56071,1075,6.80,American IPA,3.5,3,3.5,3,3,TheWhiskerReview
Hopportunity Knocks,56071,1075,6.80,American IPA,3.5,3.5,3.5,4,3.5,NorCalYeti
Hopportunity Knocks,56071,1075,6.80,American IPA,3.5,3,2,2,2,Alieniloquium
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,3.5,3,3,mactrail
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3,4,3,3.5,beagle75
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3,3.5,3,3,CliffBrake
Hopportunity Knocks,56071,1075,6.80,American IPA,4,2,3,2,2,ggroller
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,4,4,4,Rutager
Hopportunity Knocks,56071,1075,6.80,American IPA,3.5,3.5,3.5,4,3.5,cjgator3
Hopportunity Knocks,56071,1075,6.80,American IPA,3.5,4,4,4,4,Reidrover
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,4,4,4,cbak999
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,4,4,3.5,GarthDanielson
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,3.5,4,4,RoyalT
Hopportunity Knocks,56071,1075,6.80,American IPA,4,2.5,3,2.5,4,youradhere
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,4,4.5,4.5,4.5,JeffBob
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,3.5,4,3.5,3.5,TCHopCraver
Hopportunity Knocks,56071,1075,6.80,American IPA,3,3,3.5,3.5,3,chumba526
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,4,4,3.5,BuckyFresh
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,4,4,4.5,Chelsea1905
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,4,4,4,Beerandraiderfan
Hopportunity Knocks,56071,1075,6.80,American IPA,3,3,3,3,3,RonfromJersey
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,3,3.5,3.5,Docer
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,4,4,4,GreenCard
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,4,3.5,3.5,Reagan1984
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,2,4.5,3,2.5,djmichaelk
Hopportunity Knocks,56071,1075,6.80,American IPA,3.5,3.5,4,3.5,3.5,JohnGalt1
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,4,3.5,3.5,3.5,billshmeinke
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,3.5,4.5,4,4,rand
Hopportunity Knocks,56071,1075,6.80,American IPA,3.5,3.5,3,2.5,3,BrewsB4Shrews
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,3.5,4,4.5,4,ShogoKawada
Hopportunity Knocks,56071,1075,6.80,American IPA,4,2,2.5,3,3,ktrillionaire
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,3.5,4,4,Gobzilla
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,4,4,4,3.5,augustgarage
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,3.5,4,4,jdense
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,4,4,4,jorg2619
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,4,4,4,brewandbbq
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,4,3.5,3.5,SpdKilz
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,3.5,3.5,3.5,Halcyondays
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,4,3.5,4,ClockworkOrange
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,4,4,4,3.5,zoso1967
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,3.5,3.5,3.5,ccrida
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,3,4,3.5,4,vince4953529
Hopportunity Knocks,56071,1075,6.80,American IPA,4,3.5,3,3.5,3,mpensworth
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,4,4,4,4,Spikester
Hopportunity Knocks,56071,1075,6.80,American IPA,4,4,4,4,4,cswhitehorse
Hopportunity Knocks,56071,1075,6.80,American IPA,4.5,4,4,5,5,kevinmkirk
Imperial Stout,42964,1075,,American Double / Imperial Stout,4,4.5,4,4.5,4.5,grumpy
Cauldron Brew,10793,1075,7.60,American Strong Ale,4.5,4,4.5,5,5,freed
